,category,text
554,LEGAL,"that Nusspickel was guilty of the aggravated battery charges even though the jury convicted her on each charge of the lesser-included offense of simple battery and (2) misconduct that had not been charged and proved relating to her alleged contact with one of the victims after the charged incidents. She also asserts that the State cannot carry its burden to show that the judge did not rely on these impermissible considerations. Generally, the trial court’s imposition of a sentence that is within the minimum and maximum limits set by the legislature “is a matter for the trial Court in the exercise of its discretion, which cannot be inquired into upon the appellate level.” Shellman v. State, 222 So.2d 789, 790 (Fla. 2d DCA 1969); see also Booker v. State, 514 So.2d 1079, 1082 (Fla.1987) (<HOLDING>); Darby v. State, 216 So.2d 29, 30 (Fla. 3d DCA"
555,LEGAL,"should be excluded as part of his motion to dismiss, which the trial court again denied. This case can be distinguished from Stewart, supra, and Cole, supra, because Hilton did make a contemporaneous objection when the contested evidence was introduced. Although there are no cases involving the particular situation in this case, a review of Stewart, Cole, and other cases leads us to the conclusion that Hilton’s argument is preserved for our review. See Vaughn v. State, 338 Ark. 220, 992 S.W.2d 785 (1999) (stating that where defendant filed a pretrial motion to suppress that was not ruled upon, defendant was required to renew objection and obtain ruling when that evidence was introduced at trial to preserve issue for appeal); Holt v. State, 15 Ark. App. 269, 692 S.W.2d 265 (1985) (<HOLDING>). In reviewing the denial of a motion to"
556,LEGAL,"2010 WL 877569, at *3; Hart, 1999 WL 225956, at *2). The court reasoned that because Samshi Homes acknowledged that the documents filed by De Leon were in the form of mechanics liens, the documents were instruments “provided by the ... laws of this state” and were “therefore not presumed to be fraudulent under section 51.901(c)(2)(A).” Id. The court concluded, “Samshi Homes[’s] complaints based on section 53.054 are therefore beyond the scope of the current proceedings.” Id. at 668. The court further concluded that “Sam-shi Homes’ substantive evidentiary claims — that it, rather than Kama, owned the subject properties and that Kama never entered into an agreement with De Leon — are also beyond the scope of the section 51.903 proceedings.” Id. (citing Becker, 2010 WL 877569, at *3 (<HOLDING>)). Although it is factually distinct from the"
557,LEGAL,"had consented in cases of direct appeal to review post-conviction claims of ineffective assistance of trial counsel where a record in the trial court was sufficient to permit appellate review. Id. The court declined Mr. Wheat’s argument and held that the new rule explicitly provides the “exclusive procedure” by which a person may seek relief in the sentencing court for ineffective assistance of counsel, and “failure to file such motion constitutes a complete waiver of the right.” Id. at 157-58. A change to the Rule 29.15 timing requirement does not change its plain language, which continues to provide the exclusive means by which an ineffective assistance of counsel claim may be raised. And this has been confirmed in cases decided since Wheat. See, e.g., Brown, 438 S.W.3d at 506 n.5 (<HOLDING>); State v. Celis-Garcia, 420 S.W.3d 723, 731"
558,LEGAL,"due process clause of the Fourteenth Amendment. Accordingly, we consider, below, under the Fourteenth Amendment Plaintiffs’ allegations that Defendants’ actions violate their due process rights. 5. Plaintiffs’ Procedural Due Process Rights Under the Fourteenth Amendment Plaintiffs raise a number of procedural due process violations against Defendants. Plaintiffs allege that Defendants force them to participate in the five-phase treatment program at Atascadero; force them to take medication in non-emergency situations; and subject them to privilege reductions, access level reductions, and re-classifications. Plaintiffs allege that these deprivations occur without adequate notice of or opportunity to respond to accusations of alleged sanctionable conduct. The Fourte (9th Cir.1994) (<HOLDING>). Thus, Plaintiffs may have a liberty interest"
559,LEGAL,"the issue, and whether the issue was proffered by one and controverted by another. See Gies v. Nissen Corp., 57 Wis.2d 371, 204 N.W.2d 519, 525 (1973). The Wisconsin Supreme Court considers an issue to be “joined” between the parties when one party has served a formal pleading asking for relief against the other party. See id. (first co-defendant who served cross-claim for contribution on second co-defendant had joined the issue of their respective liability to the plaintiff; thus, first co-defendant was bound by judgment in that action, which dismissed second co-defendant). The formal-pleading requirement serves to ensure that the parties joined the issue between them by requesting relief, and that either party can enforce such requested relief. See, e.g., Goldblatt, 417 N.W.2d at 419 (<HOLDING>). The Streitzes and Marshall were not formal"
560,LEGAL,"that there is no coverage for diminished value claims are: Siegle v. Progressive Consumers Ins. Co., 00-1503 (Fla. App. 4th Dist.6/13/2001), 788 So.2d 355 (finding no ambiguity and concluding there was no reading of the policy that obligated the insurer to pay for inherent diminution in market value where the insurer’s liability was limited to the lesser of the actual cash value of the property or the “amount necessary to repair or replace the property with other of the like kind and quality;” this loss is simply not the type of damage that is subject to repair and, thus, is not a covered loss where the policy |islimits the insurer’s liability to the amount necessary to repair the vehicle); Rezevskis v. Aries Ins. Co., 2000-1985 (Fla.App. 3 Dist. 3/14/2001), 784 So.2d 472, 474 (<HOLDING>); O’Brien v. Progressive Northern Ins. Co.,"
561,LEGAL,"(1934), 356 Ill. 340, 343-46 (deficient signatures on petition in court-approved annexation challenged by quo warranta; burden of justification was on defendant); accord People ex rel. Curtin v. Heizer (1967), 36 Ill. 2d 438, 441 (collateral attack upon proceedings of county court purporting to establish fire district permissible to reach jurisdictional defect in petition); People ex rel. Mills v. Fairfield Community High School District No. 225 (1947), 397 Ill. 233 (in annexation case, where record of court proceedings showed court did not have jurisdiction of subject matter because of defective petition, attempted judgment was a nullity that could be challenged by quo warranta despite court’s finding that it had jurisdiction); see City of Wood Dale, 244 Ill. App. 3d at 834-36 (<HOLDING>); People ex rel. Village of Long Grove v."
562,LEGAL,"as here, the recalcitrant witness is at liberty pending appeal. In so holding, we join all of the circuits which have squarely addressed the issue. See In re Grand Jury Matter, 906 F.2d 78, 82-83 (3d Cir.1990), cert. denied sub nom. Backiel v. United States, — U.S. -, 111 S.Ct. 509, 112 L.Ed.2d 521 (1990); In re Sealed Case, 829 F.2d 189 (D.C.Cir.1987); In re Grand Jury Proceedings, 785 F.2d 629, 631 n. 4 (8th Cir.1986); United States v. Johnson, 736 F.2d 358, 361-62 n. 5 (6th Cir.1984); In re Witness Before Special October 1981 Grand Jury, 722 F.2d 349, 353 (7th Cir.1983); In re Rosahn, 671 F.2d 690, 694 (2d Cir.1982); Brown v. United States, 465 F.2d 371, 372 (9th Cir.1972). But see In re Berry, 521 F.2d 179 (10th Cir.), cert. denied, 423 U.S. 928, 96 S.Ct. 276, 46 L.Ed.2d 256 (1975) (<HOLDING>). The foregoing cases have noted that the"
563,LEGAL,"from this guard which, in combination, may suggest an ethnicity or national origin-based animosity predating the August incident. In light of these combined facts, a jury could reasonably conclude that Plaintiff was, in fact, selected either as the target, or at least the “subject,” of the call precisely because of his known ethnicity or national origin. As noted in the Report, it has long been settled that “[prisoners are protected under the Equal Protection Clause ... from invidious discrimination.” Report at 57 (citing Wolff v. McDonnell, 418 U.S. 539, 556, 94 S.Ct. 2963, 41 L.Ed.2d 935 (1974)). These rights, extend, for example, to claims based on denial of a right to participate in specific prison work assignments based on race. LaBounty v. Adler, 933 F.2d 121, 123 (2d Cir.1991) (<HOLDING>). In a recent decision, a district court relied"
